Nome,Endereço,Estado,Cidade,País,CEP,Total de Avaliações,Média de Avaliações,Avaliação Google,Avaliação Foursquare,Avaliação Facebook,Avaliação Trip,Posição no Ranking da Cidade,Site,Instagram,Telefone,Tipos de Cozinha,Horário,Faixa de Preço por Pessoa,Preço Médio por Pessoa,Estacionamento,Lugares Ao Ar Livre,Wi-Fi,Reserva,Entrega,Para Viagem,Música,TV,Acessível a cadeiras de rodas,Crianças,Grupos Grandes,Serviço de Garçom
Restaurante Donana,"Estação Gameleira Rua Bartira, 360",Minas Gerais,Belo Horizonte,Brasil,30830-010,241,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#341 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3417-4378,Não especificado,Segunda: 11:00-14:15; Terça: 11:00-14:15; Quarta: 11:00-14:15; Quinta: 11:00-14:15; Sexta: 11:00-14:15; Sábado: 11:00-14:15; Domingo: Fechado,55.00,55.0,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
Nuboa Sushi,"Estação Primeiro de Maio R. Borges, 285",Minas Gerais,Belo Horizonte,Brasil,31270-150,2054,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#342 de 18306 restaurantes em Belo Horizonte,nuboasushi.com.br,@nuboa.sushi,+55 31 3317-9909,"Japonesa, Opções vegetarianas",Segunda: 06:00-00:00; Terça: 06:00-00:00; Quarta: 06:00-00:00; Quinta: 06:00-00:00; Sexta: 06:00-00:00; Sábado: 06:00-00:00; Domingo: 06:00-23:00,55.00 À 140.00,97.5,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Mestre Churrasqueiro,"R. Gumercindo Couto e Silva, 195",Minas Gerais,Belo Horizonte,Brasil,31710-050,113,4.7,4.6,Sem Avaliação,4.7,Sem Avaliação,#343 de 18306 restaurantes em Belo Horizonte,Sem Informação,@mestrechurrasqueiro,+55 31 98725-8351,Churrasco,Segunda: Fechado; Terça: Fechado; Quarta: Fechado; Quinta: 16:00-23:00; Sexta: Fechado; Sábado: 11:00-15:00; Domingo: 11:00-15:00,54.00 À 140.00,97.0,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Boneca de Lili - Floresta,"Av. do Contorno, 1468",Minas Gerais,Belo Horizonte,Brasil,30110-008,1166,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#344 de 18306 restaurantes em Belo Horizonte,bonecadelili.com.br,@bonecadelili,+55 31 2555-6055,Não especificado,Segunda: 11:00-15:00; Terça: 11:00-15:00; Quarta: 11:00-15:00; Quinta: 11:00-15:00; Sexta: 11:00-15:00; Sábado: 11:30-15:00; Domingo: 11:30-15:00,54.00 À 140.00,97.0,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
RESTAURANTE e PASTELARIA (LANABOIA),"Estação José Cândido da Silveira Av. Cristiano Machado, 1950 - LOJA 112 E 79",Minas Gerais,Belo Horizonte,Brasil,31170-020,85,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#345 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98638-0354,Não especificado,Segunda: 08:00-14:30; Terça: 08:00-14:30; Quarta: 08:00-14:30; Quinta: 08:00-14:30; Sexta: 08:00-14:30; Sábado: 08:00-14:30; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
La Carbonara Pizzaria e Restaurante,"Estação Horto Florestal Av. Petrolina, 63",Minas Gerais,Belo Horizonte,Brasil,32072-100,1118,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#346 de 18306 restaurantes em Belo Horizonte,Sem Informação,@lacarbonarabh,+55 31 3482-8584,Pizza,Segunda: 11:00-14:30; Terça: 11:00-14:30 18:00-23:30; Quarta: 11:00-14:30 18:00-23:30; Quinta: 11:00-14:30 18:00-23:30; Sexta: 11:00-14:30 18:00-23:30; Sábado: 11:00-23:30; Domingo: 11:00-23:30,55.00 À 140.00,97.5,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Arena 7 BH,"Av. Heráclito Mourão de Miranda, 907",Minas Gerais,Belo Horizonte,Brasil,30882-150,1066,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#347 de 18306 restaurantes em Belo Horizonte,arena7.com.br,@arena7bh,+55 31 99720-0977,Não especificado,Segunda: 08:00-22:30; Terça: 08:00-22:30; Quarta: 08:00-22:30; Quinta: 08:00-22:30; Sexta: 08:00-22:30; Sábado: 08:00-14:00; Domingo: 08:00-14:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não
Restaurante e Churrascaria do Rei,"R. Margarida Maria de Carvalho, 38",Minas Gerais,Belo Horizonte,Brasil,30580-580,794,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#349 de 18306 restaurantes em Belo Horizonte,Sem Informação,@restaurantedorei,+55 31 99280-0461,Churrasco,Segunda: 11:00-15:00; Terça: 11:00-15:00; Quarta: 11:00-15:00; Quinta: 11:00-15:00; Sexta: 11:00-15:00; Sábado: 11:00-15:00; Domingo: 11:00-15:00,55.00 À 140.00,97.5,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Nostra Casa,"R. Júlio Mesquita, 340",Minas Gerais,Belo Horizonte,Brasil,30692-460,268,4.2,4.5,3.9,4.3,Sem Avaliação,#350 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3382-3823,Pizza,Segunda: 11:00-15:00 18:00-23:30; Terça: 11:00-15:00 18:00-23:30; Quarta: 11:00-15:00 18:00-23:30; Quinta: 11:00-15:00 18:00-23:30; Sexta: 11:00-15:00 18:00-23:30; Sábado: 11:00-15:00 18:00-00:00; Domingo: 11:00-15:00 18:00-23:30,55.00 À 140.00,97.5,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Pizza Pezzi - Pampulha,"Estação Minas Shopping R. Borges, 463",Minas Gerais,Belo Horizonte,Brasil,31270-160,747,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#351 de 18306 restaurantes em Belo Horizonte,pizzapezzi.com.br,@pizzapezzibh,+55 31 3643-9000,"Pizza, Opções vegetarianas",Segunda: 17:00-22:45; Terça: 17:00-22:45; Quarta: 17:00-22:45; Quinta: 17:00-22:45; Sexta: 17:00-22:45; Sábado: 17:00-22:45; Domingo: 17:00-22:45,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante cantina de minas,"Estação Vila Oeste R. Miguel Gentil, 244",Minas Gerais,Belo Horizonte,Brasil,30510-140,84,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#352 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99261-8855,Não especificado,Segunda: 11:00-15:00; Terça: 11:00-15:00; Quarta: 11:00-15:00; Quinta: 11:00-15:00; Sexta: 11:00-15:00; Sábado: Fechado; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Padaria Minas Bahia + Restaurante - Pizzaria - Lanchonete,"Rua Central, 1054",Minas Gerais,Belo Horizonte,Brasil,31540-402,622,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#353 de 18306 restaurantes em Belo Horizonte,Sem Informação,@padariamina,+55 31 3504-2181,Não especificado,Segunda: 06:00-22:00; Terça: 06:00-22:00; Quarta: 06:00-22:00; Quinta: 06:00-22:00; Sexta: 06:00-22:00; Sábado: 06:00-22:00; Domingo: 06:00-22:00,55.00 À 140.00,97.5,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Gulla Burguer - Hambúrgueria Artesanal e Sorveteria,"R. Padre Pedro Pinto, 6300",Minas Gerais,Belo Horizonte,Brasil,31615-310,5630,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#354 de 18306 restaurantes em Belo Horizonte,Sem Informação,@gullaburguer,+55 31 3453-7461,"Fast Food, Opções vegetarianas",Segunda: 17:30-23:30; Terça: Fechado; Quarta: 17:30-23:30; Quinta: 17:30-23:30; Sexta: 17:30-23:30; Sábado: 17:00-23:30; Domingo: 17:00-23:30,55.00 À 140.00,97.5,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Terra Média Experience,"Estação Calafate Av. Francisco Sá, 355",Minas Gerais,Belo Horizonte,Brasil,30411-145,524,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#355 de 18306 restaurantes em Belo Horizonte,Sem Informação,@terramediaexperience,+55 31 98250-1339,Não especificado,Segunda: Fechado; Terça: Fechado; Quarta: 18:00-23:00; Quinta: 18:00-23:00; Sexta: 17:00-00:00; Sábado: 18:00-00:00; Domingo: 17:00-23:00,54.00 À 140.00,97.0,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Sol e Neve Castelo,"Av. dos Engenheiros, 343",Minas Gerais,Belo Horizonte,Brasil,30840-563,476,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#356 de 18306 restaurantes em Belo Horizonte,Sem Informação,@solenevecastelo,+55 31 3582-6800,Não especificado,Segunda: 11:00-21:00; Terça: 11:00-21:00; Quarta: 11:00-21:00; Quinta: 11:00-21:00; Sexta: 11:00-21:00; Sábado: 11:00-21:00; Domingo: 11:00-21:00,55.00 À 140.00,97.5,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Frutos de Goiás Dona Clara,"Estação Primeiro de Maio Av. Sebastião de Brito, 431",Minas Gerais,Belo Horizonte,Brasil,31260-000,417,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#357 de 18306 restaurantes em Belo Horizonte,Sem Informação,@frutosdonaclara,+55 31 3665-0196,Não especificado,Segunda: 10:00-21:00; Terça: 10:00-21:00; Quarta: 10:00-21:00; Quinta: 10:00-21:00; Sexta: 10:00-21:00; Sábado: 10:00-21:00; Domingo: 10:00-21:00,54.00 À 140.00,97.0,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Frutos de Goias Santa Amelia,"Av. Guarapari, 88",Minas Gerais,Belo Horizonte,Brasil,31560-050,390,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#358 de 18306 restaurantes em Belo Horizonte,frutosdegoiasmg.com.br,@frutosdegoias.mg,+55 31 3564-4965,Não especificado,Segunda: 14:00-22:00; Terça: 13:00-22:00; Quarta: 13:00-22:00; Quinta: 13:00-22:00; Sexta: 13:00-22:00; Sábado: 13:00-22:00; Domingo: 13:00-22:00,55.00 À 140.00,97.5,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Do Nô,"R. Augusto Ferreira dos Santos, 119",Minas Gerais,Belo Horizonte,Brasil,31630-120,83,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#359 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99610-3552,Não especificado,Segunda: 11:00-15:00; Terça: 11:00-15:00; Quarta: 11:00-15:00; Quinta: 11:00-15:00; Sexta: 11:00-15:00; Sábado: 11:00-15:00; Domingo: Fechado,55.00 À 140.00,97.5,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Restaurante Dona Faustina 2,"Av. Raja Gabáglia, 3135",Minas Gerais,Belo Horizonte,Brasil,30350-563,133,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#360 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 2118-1832,Não especificado,Segunda: 11:00-14:30; Terça: 11:00-14:30; Quarta: 11:00-14:30; Quinta: 11:00-14:30; Sexta: 11:00-14:30; Sábado: Fechado; Domingo: Fechado,55.00 À 140.00,97.5,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
Casarão Mineiro,"Estação José Cândido da Silveira R. Sônia, 210",Minas Gerais,Belo Horizonte,Brasil,31920-330,51,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#361 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3486-4161,Não especificado,Segunda: 11:00-14:30; Terça: 11:00-14:30; Quarta: 11:00-14:30; Quinta: 11:00-14:30; Sexta: 11:00-14:30; Sábado: 11:00-14:30; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Best burgerBh sanduíche artesanal,"Estação Santa Inês R. Maria Francisca, 27",Minas Gerais,Belo Horizonte,Brasil,31060-330,231,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#362 de 18306 restaurantes em Belo Horizonte,Sem Informação,@best_burgerbh,+55 31 2536-2443,Fast Food,Segunda: 18:00-23:30; Terça: 18:00-23:30; Quarta: 18:00-23:30; Quinta: 18:00-23:30; Sexta: 18:00-23:30; Sábado: 18:00-23:30; Domingo: 18:00-23:30,55.00 À 140.00,97.5,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Boneca de Lili - C. de Jesus,"Av. Prudente de Morais, 840 - Loja 1",Minas Gerais,Belo Horizonte,Brasil,30380-252,343,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#363 de 18306 restaurantes em Belo Horizonte,bonecadelili.com.br,@bonecadelili,+55 31 3293-2994,Não especificado,Segunda: 11:00-15:00; Terça: 11:00-15:00; Quarta: 11:00-15:00; Quinta: 11:00-15:00; Sexta: 11:00-15:00; Sábado: 11:30-15:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
No Espeto,"Av. Brg. Eduardo Gomes, 606",Minas Gerais,Belo Horizonte,Brasil,30850-222,210,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#364 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99271-3575,Não especificado,Segunda: 18:00-00:00; Terça: 18:00-00:00; Quarta: 18:00-00:00; Quinta: 18:00-00:00; Sexta: 18:00-00:00; Sábado: 18:00-00:00; Domingo: 16:00-23:00,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não
Marmitex Carangola,"R. João Calvino, 409 - Casa 2",Minas Gerais,Belo Horizonte,Brasil,31520-220,31,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#365 de 18306 restaurantes em Belo Horizonte,Sem Informação,@marmitexcarangola,+55 13 99639-4733,Não especificado,Segunda: 11:00-14:30; Terça: 11:00-14:30; Quarta: 11:00-14:30; Quinta: 11:00-14:30; Sexta: 11:00-14:30; Sábado: 11:00-14:30; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
ANAS' BURGUER,"Rua Julita Nunes Lima, 159",Minas Gerais,Belo Horizonte,Brasil,31615-140,229,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#366 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3455-4502,Fast Food,Segunda: 19:00-00:00; Terça: 19:00-00:00; Quarta: 19:00-00:00; Quinta: 19:00-00:00; Sexta: 19:00-00:00; Sábado: 19:00-00:00; Domingo: 19:00-00:00,55.00,55.0,Não,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Marmitex da tia val,"Estação São Gabriel Rua Padre Cyr Assumpção, 289",Minas Gerais,Belo Horizonte,Brasil,31810-600,50,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#367 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3445-4042,Não especificado,Segunda: 11:00-14:00; Terça: 11:00-14:00; Quarta: 11:00-14:00; Quinta: 11:00-14:00; Sexta: 11:00-14:00; Sábado: 11:00-14:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Top Top Burguer's,"R. Marfim, 179",Minas Gerais,Belo Horizonte,Brasil,30880-410,98,4.9,4.9,Sem Avaliação,Sem Avaliação,Sem Avaliação,#369 de 18306 restaurantes em Belo Horizonte,whatsmenu.com.br,@toptopburguers,+55 31 99188-7998,Fast Food,Segunda: 18:00-23:00; Terça: Fechado; Quarta: 18:00-00:00; Quinta: 18:00-00:00; Sexta: 18:00-00:00; Sábado: 18:00-23:30; Domingo: 18:00-00:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Restaurante do Padrin e Casa de Eventos,"Av. Francisco Negrão de Lima, 737",Minas Gerais,Belo Horizonte,Brasil,31545-000,207,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#370 de 18306 restaurantes em Belo Horizonte,Sem Informação,@dopadrin,+55 31 2511-9455,Grelhada,Segunda: 11:00-14:30; Terça: 11:00-14:30; Quarta: 11:00-14:30; Quinta: 11:00-14:30; Sexta: 11:00-14:30; Sábado: 11:00-14:30; Domingo: Fechado,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Sabor de Minas - Unidade Rua Leopoldina,"R. Leopoldina, 501",Minas Gerais,Belo Horizonte,Brasil,30330-230,336,4.5,4.5,Sem Avaliação,Sem Avaliação,Sem Avaliação,#371 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 2510-3435,Não especificado,Segunda: 11:00-14:00; Terça: 11:00-14:00; Quarta: 11:00-14:00; Quinta: 11:00-14:00; Sexta: 11:00-14:00; Sábado: 11:00-14:30; Domingo: Fechado,55.00 À 140.00,97.5,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Castelos,"Rua Francisco Duarte Mendonça, 1980",Minas Gerais,Belo Horizonte,Brasil,30644-280,446,3.8,4.5,3.1,Sem Avaliação,Sem Avaliação,#372 de 18306 restaurantes em Belo Horizonte,castelobar.com.br,Sem Informação,+55 31 2552-4836,Não especificado,Segunda: 07:00-02:00; Terça: 07:00-02:00; Quarta: 07:00-02:00; Quinta: 07:00-02:00; Sexta: 07:00-02:00; Sábado: 07:00-02:00; Domingo: 07:00-02:00,55.00 À 140.00,97.5,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Varanda,"Rua Dona Loló, numero 365",Bairro,Goiânia A,Belo Horizonte,Minas Gerais,30,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#373 de 18306 restaurantes em Belo Horizonte,restarantevaranda.wixsite.com,@varanda.vrestaurante,+55 31 98545-8978,Não especificado,Segunda: Fechado; Terça: 10:00-15:30; Quarta: 10:00-10:30; Quinta: 10:00-15:30; Sexta: 10:00-15:30; Sábado: 10:00-14:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante Cantinho Da Deia,"R. Monte Castelo, 349",Minas Gerais,Belo Horizonte,Brasil,31710-070,126,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#374 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,Sem Informação,Não especificado,Segunda: 11:00-14:00; Terça: 11:00-14:00; Quarta: 11:00-14:00; Quinta: 11:00-14:00; Sexta: 11:00-14:00; Sábado: 11:00-14:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Restaurante França,"Estação Waldomiro Lobo Whatsapp & CELL - 31 - 972671950___Av - Av. Waldomiro Lobo, 1199",Minas Gerais,Belo Horizonte,Brasil,31814-620,757,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#375 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3433-3399,Brasileira,Segunda: 11:00-15:00; Terça: 11:00-15:00; Quarta: 11:00-15:00; Quinta: 11:00-15:00; Sexta: 11:00-15:00; Sábado: 11:00-15:00; Domingo: Fechado,55.00,55.0,Não,Não,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Vila Maloca,"Mancoré 278, Belo Horizonte",Brasil,Minas Gerais,31150-200,Sem Informação,201,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#378 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99568-7457,Não especificado,Segunda: 11:00-15:00; Terça: 11:00-15:00; Quarta: 11:00-15:00; Quinta: 11:00-15:00; Sexta: 11:00-15:00; Sábado: 11:00-17:00; Domingo: 11:00-17:00,Sem Informação,Sem Informação,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não
Acarajé da patricia,"Rua Comendador Arthur Viana, 578",Minas Gerais,Belo Horizonte,Brasil,31530-550,201,4.6,4.6,Sem Avaliação,Sem Avaliação,Sem Avaliação,#379 de 18306 restaurantes em Belo Horizonte,Sem Informação,@acarajedapatricia,+55 31 98649-8480,Não especificado,Segunda: 17:01-23:00; Terça: 17:01-23:00; Quarta: 17:01-23:00; Quinta: 17:01-23:00; Sexta: 17:01-23:00; Sábado: 17:01-23:00; Domingo: 17:01-23:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Coreu Burguer - Buritis,"Av. Aggeo Pio Sobrinho, 173",Minas Gerais,Belo Horizonte,Brasil,30575-834,490,4.7,4.7,Sem Avaliação,Sem Avaliação,Sem Avaliação,#380 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3166-0808,Fast Food,Segunda: 18:00-00:00; Terça: 18:00-00:00; Quarta: 18:00-00:00; Quinta: 18:00-00:00; Sexta: 18:00-00:00; Sábado: 18:00-00:00; Domingo: 18:00-00:00,54.00 À 140.00,97.0,Não,Sim,Não,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não
Leto Fine Pizza,"Estação Minas Shopping R. Nicolina Pachêco, 275",Minas Gerais,Belo Horizonte,Brasil,31155-675,29,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#382 de 18306 restaurantes em Belo Horizonte,letofinepizza.menudino.com,@letofinepizza,+55 31 3658-7836,Pizza,Segunda: Fechado; Terça: Fechado; Quarta: Fechado; Quinta: Fechado; Sexta: 18:00-22:00; Sábado: 18:00-22:00; Domingo: 18:00-22:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Nosso Cantinho,"Estação Minas Shopping R. Bonfim de Abreu, 23",Minas Gerais,Belo Horizonte,Brasil,31155-370,29,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#383 de 18306 restaurantes em Belo Horizonte,lojalocal.com,Sem Informação,+55 31 99445-8371,Não especificado,Segunda: 11:00-15:00; Terça: 11:00-15:00; Quarta: 11:00-15:00; Quinta: 11:00-15:00; Sexta: 11:00-15:00; Sábado: 11:00-15:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Espetinho dos Amigos,"R. Sebastião Rabêlo, 174",Minas Gerais,Belo Horizonte,Brasil,30640-280,76,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#384 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 99924-3189,Churrasco,Segunda: Fechado; Terça: 18:00-22:00; Quarta: 18:00-22:00; Quinta: 18:00-22:00; Sexta: 18:00-22:00; Sábado: 14:00-20:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
Bejí Sushi Veg,"Estação Lagoinha Av. Olegário Maciel 742 Loja 3229 - Terceiro Andar, Belo Horizonte",Brasil,Minas Gerais,Sem Informação,Sem Informação,74,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#387 de 18306 restaurantes em Belo Horizonte,Sem Informação,@beji.sushiveg,+55 31 99067-1091,"Sushi, Opções vegetarianas",Segunda: Fechado; Terça: Fechado; Quarta: 12:00-22:00; Quinta: 12:00-22:00; Sexta: 12:00-22:00; Sábado: 12:00-22:00; Domingo: 12:00-16:00,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
Doces Pinho,"Estação José Cândido da Silveira R. Calafate, 145",Minas Gerais,Belo Horizonte,Brasil,31950-220,28,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#388 de 18306 restaurantes em Belo Horizonte,docespinho.com.br,@docespinho,+55 31 99277-7703,Sobremesa,Segunda: 09:00-18:00; Terça: 09:00-18:00; Quarta: 09:00-18:00; Quinta: 09:00-18:00; Sexta: 09:00-18:00; Sábado: 09:00-18:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
Deus toma Conta,"Estação Carlos Prates Rua Juiz de Fora, 1466",Minas Gerais,Belo Horizonte,Brasil,30180-061,206,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#390 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98103-2266,Não especificado,Segunda: 08:00-15:00; Terça: 08:00-15:00; Quarta: 08:00-15:00; Quinta: 08:00-15:00; Sexta: 08:00-15:00; Sábado: 08:00-15:00; Domingo: Fechado,55.00,55.0,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
Hot Dog Quero Sim,"Do lado a subestação da Cemig - R. Nadir, 532",Minas Gerais,Belo Horizonte,Brasil,30770-420,81,5.0,5.0,Sem Avaliação,Sem Avaliação,Sem Avaliação,#391 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98834-1951,Fast Food,Segunda: 19:00-22:30; Terça: 19:00-22:30; Quarta: 19:00-22:30; Quinta: 19:00-22:30; Sexta: 19:00-23:00; Sábado: Fechado; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não
Restaurante Universitário Setorial II - UFMG,"Av. Pres. Antônio Carlos, 6627",Minas Gerais,Belo Horizonte,Brasil,31270-901,912,3.8,4.6,3.1,Sem Avaliação,Sem Avaliação,#392 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 3409-3974,"Brasileira, Opções vegetarianas",Segunda: 10:30-14:00; Terça: 10:30-14:00; Quarta: 10:30-14:00; Quinta: 10:30-14:00; Sexta: 10:30-14:00; Sábado: Fechado; Domingo: Fechado,55.00,55.0,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não
Bozzi's Restaurante,"Estação Vila Oeste Rua João Alphonsus, 138",Minas Gerais,Belo Horizonte,Brasil,30525-160,72,4.8,4.8,Sem Avaliação,Sem Avaliação,Sem Avaliação,#393 de 18306 restaurantes em Belo Horizonte,Sem Informação,Sem Informação,+55 31 98523-8389,Não especificado,Segunda: 08:00-14:00; Terça: 08:00-14:00; Quarta: 08:00-14:00; Quinta: 08:00-14:00; Sexta: 08:00-14:00; Sábado: 08:00-14:00; Domingo: Fechado,Sem Informação,Sem Informação,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não
